tree_cover,nbart_blue_temporal_median,nbart_blue_temporal_std,nbart_blue_focal_mean,nbart_blue_focal_std,nbart_green_temporal_median,nbart_green_temporal_std,nbart_green_focal_mean,nbart_green_focal_std,nbart_red_temporal_median,nbart_red_temporal_std,nbart_red_focal_mean,nbart_red_focal_std,nbart_red_edge_1_temporal_median,nbart_red_edge_1_temporal_std,nbart_red_edge_1_focal_mean,nbart_red_edge_1_focal_std,nbart_red_edge_2_temporal_median,nbart_red_edge_2_temporal_std,nbart_red_edge_2_focal_mean,nbart_red_edge_2_focal_std,nbart_red_edge_3_temporal_median,nbart_red_edge_3_temporal_std,nbart_red_edge_3_focal_mean,nbart_red_edge_3_focal_std,nbart_nir_1_temporal_median,nbart_nir_1_temporal_std,nbart_nir_1_focal_mean,nbart_nir_1_focal_std,nbart_nir_2_temporal_median,nbart_nir_2_temporal_std,nbart_nir_2_focal_mean,nbart_nir_2_focal_std,nbart_swir_2_temporal_median,nbart_swir_2_temporal_std,nbart_swir_2_focal_mean,nbart_swir_2_focal_std,nbart_swir_3_temporal_median,nbart_swir_3_temporal_std,nbart_swir_3_focal_mean,nbart_swir_3_focal_std,EVI_temporal_median,EVI_temporal_std,EVI_focal_mean,EVI_focal_std,NDVI_temporal_median,NDVI_temporal_std,NDVI_focal_mean,NDVI_focal_std,GRNDVI_temporal_median,GRNDVI_temporal_std,GRNDVI_focal_mean,GRNDVI_focal_std,y,x,tile_id,year
1.0,359.5,106.558754,296.62344,112.3087,585.5,128.57777,465.30246,196.48917,609.0,198.19737,470.39505,298.64578,1132.5,171.8671,768.73456,248.12877,1922.5,205.03906,1500.3086,223.32294,2062.5,175.32146,1652.8334,228.09761,2226.5,258.15616,1741.432,303.0998,2219.0,197.24815,1800.3766,248.1929,2143.0,319.6386,1481.2223,418.5457,1292.5,257.41943,851.56793,298.90894,1.237093,0.2953457,1.5921799,0.5431017,0.56901073,0.08916777,0.5979378,0.13520029,0.66989,0.036475755,0.6600536,0.04589168,6089685.0,702705.0,g2_017_binary_tree_cover_10m,2020
1.0,224.0,95.10174,279.41357,72.21465,343.0,85.31441,431.9753,126.441376,281.5,103.8554,436.8642,191.20651,540.5,110.04646,689.5,182.80278,1303.5,127.06356,1410.821,131.1402,1483.5,113.07547,1575.1111,127.95461,1643.5,143.5873,1649.0186,171.28546,1630.5,137.26588,1715.21,133.58038,1058.5,244.92004,1328.9198,323.5766,570.5,147.12082,751.6667,236.28699,1.9499731,0.36553997,1.6255238,0.40893674,0.68696195,0.07594644,0.6038347,0.10067243,0.69457763,0.036662385,0.6651304,0.036814623,6089705.0,702755.0,g2_017_binary_tree_cover_10m,2020
1.0,199.0,96.32214,216.17284,9.64622,309.5,85.91937,326.70987,15.125696,268.0,96.74656,272.7716,20.037472,513.0,105.72181,523.821,21.852669,1286.0,122.00178,1300.105,40.12718,1463.5,109.01465,1474.463,51.651283,1473.0,142.90352,1558.6357,97.863174,1612.5,124.46756,1632.963,58.381573,1019.0,211.00763,1035.4814,43.04092,526.0,127.94486,532.9383,27.455246,1.9121844,0.43233368,1.9875568,0.11279375,0.6821741,0.071831636,0.69249564,0.02320302,0.6881417,0.038976014,0.6951846,0.008450551,6089685.0,702785.0,g2_017_binary_tree_cover_10m,2020
1.0,212.0,100.05296,214.45062,10.0176115,317.5,95.80647,324.72223,17.601913,254.0,110.032036,263.1111,19.571594,517.0,110.37858,514.3334,22.978256,1320.5,153.40732,1288.5555,34.740597,1487.5,145.82266,1458.5618,50.3489,1576.0,202.03688,1543.9198,80.13203,1637.5,157.0768,1614.1666,57.89789,1021.5,212.88986,998.6852,50.325977,510.5,119.24038,512.00616,31.304764,2.0915456,0.5587329,2.0681872,0.14708576,0.7124922,0.07872289,0.7009237,0.016695471,0.69867647,0.040233728,0.69275194,0.007853919,6089695.0,702815.0,g2_017_binary_tree_cover_10m,2020
1.0,206.0,106.029724,212.58025,9.860533,319.0,99.13423,322.77777,17.090368,231.0,104.893166,250.18518,17.23251,478.5,122.02841,502.6358,25.558851,1226.5,175.45184,1284.5,71.579025,1406.5,171.4409,1452.9259,101.81706,1570.5,190.71645,1532.1111,137.1481,1534.5,192.8709,1598.9568,116.79986,873.0,214.94543,941.4506,44.102745,432.0,125.90246,476.14197,35.608784,2.3712869,0.936321,2.2000186,0.111137725,0.7390474,0.07810123,0.71440345,0.024732385,0.6943502,0.04365878,0.69067407,0.016512552,6089695.0,702875.0,g2_017_binary_tree_cover_10m,2020
1.0,212.5,109.3486,213.64197,8.795707,319.5,101.32625,325.64197,13.317248,258.5,122.46425,258.4074,21.913315,511.0,133.18036,520.2099,30.776453,1319.0,178.84564,1315.3889,52.88677,1473.5,159.01465,1499.9506,73.14081,1550.5,188.40427,1571.8766,88.182396,1627.0,180.63826,1652.4073,86.71978,943.0,241.32115,976.9136,81.47397,484.5,140.08823,496.16666,54.03045,2.1243176,0.5921678,2.1404104,0.16348073,0.71322024,0.08097911,0.7113602,0.023928283,0.696988,0.041139103,0.69504565,0.0107886465,6089695.0,702905.0,g2_017_binary_tree_cover_10m,2020
1.0,218.5,108.56748,217.45679,12.873846,330.5,102.426796,328.70987,21.132832,276.0,120.15513,267.96295,31.75707,548.5,130.3784,536.58026,39.939457,1346.5,199.66199,1335.679,46.547825,1545.0,177.89508,1526.5186,68.933655,1619.5,217.6732,1597.3457,89.29906,1712.5,196.554,1686.1482,72.5004,1061.5,257.06982,1011.53705,89.87688,548.5,151.56139,518.23456,58.407063,1.9733101,0.50537777,2.079077,0.16217327,0.7036983,0.08004114,0.7050459,0.025790151,0.70074654,0.038931113,0.69692945,0.007890469,6089685.0,702935.0,g2_017_binary_tree_cover_10m,2020
1.0,210.0,106.16727,233.99382,16.228767,295.0,103.11161,351.45062,29.860525,240.5,117.96209,300.80865,39.102932,533.5,122.55227,579.6605,66.92407,1264.0,163.22395,1368.1482,100.72016,1396.0,164.71577,1547.3087,121.398094,1323.5,185.7174,1634.6729,152.08298,1582.5,196.38602,1712.3148,127.4891,1037.0,240.99622,1113.1666,117.626114,520.5,145.38564,589.0123,78.11735,2.081347,0.6836421,1.9618361,0.15765211,0.6766567,0.07860813,0.68277526,0.023033306,0.67566806,0.040963527,0.6895158,0.010372492,6089685.0,702975.0,g2_017_binary_tree_cover_10m,2020
1.0,465.5,93.63065,336.05557,80.92026,655.5,90.40309,476.53705,110.280136,754.0,115.31452,492.34567,156.029,985.0,124.579346,799.5494,151.2984,1695.0,226.29674,1549.1852,154.24913,1931.0,172.69875,1718.605,177.05084,2336.5,262.8217,1827.321,264.51004,2140.0,204.79485,1922.5247,193.5206,1887.5,224.63268,1554.7716,267.83136,1128.0,176.86449,895.44446,188.42728,1.1754069,0.17807731,1.5210834,0.2826683,0.5259112,0.06068566,0.5803308,0.07389008,0.6508798,0.029501006,0.6583773,0.029209096,6089695.0,703035.0,g2_017_binary_tree_cover_10m,2020
1.0,379.5,92.34171,364.04938,65.64938,507.5,93.17946,516.9321,97.11715,515.5,102.013275,543.59875,131.26521,978.0,119.043686,846.1852,128.69928,1741.5,237.54643,1602.753,135.68207,1934.5,196.3455,1781.0741,160.52303,2076.5,260.57993,1942.7098,274.04987,2174.0,210.3727,1997.6049,169.15439,1874.5,238.0272,1617.3704,231.05844,1096.5,183.31929,935.6667,166.54597,1.6616433,0.2818691,1.4323407,0.24736412,0.6197127,0.05580026,0.56304723,0.06313825,0.68178105,0.03330628,0.6538567,0.026722481,6089685.0,703055.0,g2_017_binary_tree_cover_10m,2020
1.0,347.0,135.14577,368.4568,47.202198,487.5,156.69006,509.2284,71.02017,515.0,214.94255,535.2284,86.12811,857.0,181.76843,865.3642,73.55327,1492.5,165.40576,1590.0802,100.14812,1627.0,218.39775,1751.5062,115.542046,1618.0,310.18854,1879.8334,224.22191,1838.5,245.07791,1981.7839,133.56058,1765.5,386.68552,1713.6605,180.13797,1024.0,301.3019,989.0494,140.4326,1.2833257,0.35942027,1.4378392,0.18388116,0.52541494,0.084805824,0.55567396,0.04557971,0.6321751,0.031959154,0.6504888,0.02072421,6089705.0,703105.0,g2_017_binary_tree_cover_10m,2020
1.0,345.0,91.37947,362.20987,51.65857,473.5,88.77451,509.19754,81.20786,487.5,109.01789,548.2222,116.96893,832.5,131.15343,857.1543,98.28709,1552.0,142.53368,1521.2593,108.02271,1677.5,190.0104,1675.5802,126.41503,1913.5,187.84975,1790.9629,263.51016,1927.0,216.22385,1887.7839,156.64261,1690.5,338.92078,1672.3148,205.31555,962.5,255.9467,973.9136,146.94006,1.6924343,0.36567882,1.3547417,0.3370015,0.60085726,0.06897844,0.52890897,0.096239984,0.67936945,0.035858665,0.64110595,0.03735424,6089685.0,703135.0,g2_017_binary_tree_cover_10m,2020
1.0,368.0,113.951195,369.4753,53.1951,474.5,116.92896,531.02466,110.03754,526.0,163.49417,537.78394,103.829636,929.5,148.07082,912.0741,134.05896,1765.5,198.22137,1678.895,247.58403,1985.5,242.00668,1854.1111,258.8349,1946.0,237.03212,1992.4321,356.05154,2257.5,259.68796,2098.395,282.26587,1779.0,422.24442,1783.5741,187.31845,1018.0,354.63177,1044.9445,141.9373,1.4414384,0.48090306,1.4752433,0.21575432,0.5655749,0.07317401,0.5667933,0.05627968,0.6648201,0.03472507,0.6520092,0.02646726,6089695.0,703195.0,g2_017_binary_tree_cover_10m,2020
0.0,478.5,129.45409,378.65433,51.12604,779.0,125.1124,558.4753,103.61353,717.5,217.31493,553.14197,99.559654,1156.5,154.12648,967.43207,130.33075,2258.5,307.7454,1818.1852,247.863,2436.5,303.1095,2014.4259,256.42578,2803.5,357.75342,2161.3582,360.00208,2671.0,304.11316,2273.4507,267.14236,2033.5,550.1834,1853.6666,211.36122,1176.0,477.56897,1077.5864,140.38802,1.5181966,0.42631662,1.5204018,0.17373444,0.60821867,0.12048087,0.58868045,0.046696935,0.6575577,0.037905652,0.6591759,0.022772467,6089705.0,703225.0,g2_017_binary_tree_cover_10m,2020
1.0,472.0,118.55547,371.62964,64.78791,689.0,126.194824,555.69135,114.66627,748.5,205.62202,554.11115,120.42209,1071.5,152.44771,973.7037,172.2271,1886.0,237.06996,1793.1111,266.1687,2162.0,211.64317,1986.9814,267.23166,2576.5,271.47876,2115.3333,345.4759,2422.0,235.49673,2229.6296,294.2028,2100.0,380.39883,1881.4629,302.84326,1273.0,339.1347,1108.4073,198.56148,1.3527793,0.30124164,1.4918388,0.16423096,0.55583966,0.09673027,0.5844934,0.043479573,0.659158,0.035079192,0.6557725,0.021888964,6089695.0,703275.0,g2_017_binary_tree_cover_10m,2020
1.0,351.0,86.72329,375.6111,74.90091,540.0,83.092514,561.35187,128.0181,538.5,126.98038,563.1173,144.03146,1034.0,136.91689,962.8642,211.24544,1903.0,189.7962,1761.2963,315.09595,2106.5,194.70163,1949.7161,304.16763,2168.5,209.95395,2033.9445,419.24228,2329.0,217.11877,2183.216,352.6347,1990.5,371.96268,1874.358,336.41507,1254.5,319.08618,1128.8641,210.43336,1.5360622,0.31514186,1.4258009,0.24685967,0.6001746,0.074108094,0.56000876,0.055209465,0.668257,0.031690624,0.64214873,0.022112329,6089685.0,703315.0,g2_017_binary_tree_cover_10m,2020
0.0,463.0,148.82169,466.43826,96.10615,753.5,141.93889,719.2284,164.0245,700.5,266.40332,750.8395,205.74187,1217.5,175.40292,1234.4938,297.655,2303.0,294.78027,2096.2778,373.72052,2433.5,301.6264,2291.7964,370.41376,2770.0,333.68134,2409.494,482.13385,2717.5,335.95142,2543.8457,387.55685,2192.5,578.9364,2249.1418,372.88596,1308.5,516.7928,1414.5741,279.0079,1.5815754,0.40631855,1.2899481,0.2654187,0.6101557,0.12765744,0.5330816,0.077850536,0.6491467,0.039075073,0.6325697,0.028897382,6089685.0,703355.0,g2_017_binary_tree_cover_10m,2020
0.0,556.5,142.50856,611.96295,108.77436,870.5,153.0681,964.0617,174.48212,880.0,252.2665,1112.3395,302.15222,1544.0,227.39154,1630.3457,194.06978,2606.0,358.31332,2465.6729,153.78865,2787.5,332.20923,2640.5742,153.5627,2790.0,336.69153,2814.3643,145.47507,3057.5,352.28867,2890.4753,144.2374,2708.5,598.259,2740.8086,222.43428,1749.0,561.0254,1824.4012,215.75693,1.154031,0.35701153,0.95545423,0.2972721,0.52043915,0.11866302,0.44901884,0.09364119,0.623629,0.040956244,0.6112826,0.027060788,6089695.0,703395.0,g2_017_binary_tree_cover_10m,2020
0.0,672.5,141.48987,637.3457,93.17427,1082.0,189.45932,968.5494,162.77338,1297.0,298.1951,1118.6666,269.7007,1955.5,284.75684,1593.895,264.2495,2745.0,438.81436,2327.2222,344.50763,2909.5,342.85452,2468.0493,349.3534,3107.5,361.94717,2625.0122,450.60507,3124.0,327.06143,2691.1606,368.809,3164.0,555.08356,2616.9878,391.06558,2261.5,533.86664,1768.5679,309.27286,0.7718787,0.26828986,0.91000336,0.23596029,0.4210376,0.101232894,0.41559538,0.0859487,0.6082973,0.036387473,0.5914263,0.03770621,6089695.0,703435.0,g2_017_binary_tree_cover_10m,2020
0.0,713.0,111.32098,588.67285,129.5911,983.5,123.06957,876.85803,216.31349,1150.5,189.5372,1008.1852,316.56793,1551.0,204.65352,1427.7593,343.73074,2148.5,302.88818,2132.4382,413.58997,2314.5,216.08362,2270.006,419.56564,2107.0,283.43552,2416.4258,515.5152,2495.0,269.2651,2489.8704,417.7525,2489.5,447.02948,2400.9382,463.98145,1718.0,424.3672,1598.5247,393.6487,0.77484554,0.24805298,0.98960173,0.27371904,0.32030743,0.086026594,0.4292489,0.091349036,0.5385524,0.030259693,0.59632736,0.0422309,6089695.0,703455.0,g2_017_binary_tree_cover_10m,2020
1.0,424.0,112.20976,459.12344,93.01048,554.0,128.80045,635.8642,129.50954,617.0,179.75456,682.1605,144.75543,945.5,142.08331,1048.1359,151.86311,1615.5,166.55367,1737.037,179.6694,1726.5,201.53691,1892.6357,185.69942,1965.0,253.10791,1987.7716,184.43399,1965.5,217.63911,2120.1235,189.67184,1902.0,320.32346,1918.9568,170.79478,1187.5,262.80865,1179.5679,161.40982,1.2960353,0.28566405,1.2588971,0.19440565,0.5140401,0.08168699,0.49285474,0.06917703,0.64155316,0.034267984,0.61794543,0.03982745,6089705.0,703495.0,g2_017_binary_tree_cover_10m,2020
1.0,350.0,156.8694,400.07407,35.29869,503.5,185.44287,581.0185,78.83782,480.0,282.52078,589.0864,63.645607,797.0,243.64113,1024.3025,163.73486,1391.0,261.21866,1862.2716,315.73776,1586.5,374.6401,2038.9691,321.55667,1767.0,470.27316,2200.4507,399.79904,1822.0,418.8966,2294.7593,337.96457,1556.0,567.6768,1840.858,167.0904,895.5,442.95947,1065.1914,109.65829,1.6589191,0.52153206,1.45039,0.14963934,0.5756006,0.117769495,0.5682331,0.049785715,0.6299906,0.040037487,0.6501125,0.017545838,6089685.0,703555.0,g2_017_binary_tree_cover_10m,2020
0.0,424.0,153.38977,424.06174,51.95628,641.0,172.34735,635.33954,103.87823,625.0,290.69324,640.73456,103.649925,1070.5,210.03328,1128.5679,189.42758,1940.5,231.64029,2025.6666,335.99225,2135.0,288.6036,2215.463,345.7646,2240.5,387.9077,2384.0432,422.12494,2435.0,324.19876,2489.037,379.3641,1965.5,600.82623,1978.2098,259.78702,1143.5,544.0944,1162.0494,192.44191,1.3579161,0.42548907,1.4239783,0.15001294,0.54334474,0.12350128,0.57280034,0.046239503,0.6285234,0.038417056,0.6509366,0.015435955,6089685.0,703585.0,g2_017_binary_tree_cover_10m,2020
0.0,520.0,167.4272,457.78397,66.72551,848.0,191.36497,686.55554,119.464066,838.5,322.73965,733.2778,155.1655,1413.5,246.83318,1210.142,170.5662,2481.5,416.0198,2060.111,246.22989,2684.0,382.24136,2266.716,269.22925,3055.0,450.7344,2413.5989,342.59692,3023.0,387.17868,2541.389,293.4495,2548.0,639.9254,2219.1357,254.3408,1588.5,601.47504,1357.4753,205.05162,1.3462119,0.43752056,1.2523384,0.19972406,0.5763043,0.13557939,0.53154325,0.059809692,0.64770067,0.044695526,0.6417021,0.018864084,6089705.0,703615.0,g2_017_binary_tree_cover_10m,2020
1.0,500.0,123.502205,526.0432,91.76213,720.0,141.10475,784.8642,137.30339,850.5,199.5658,857.3025,173.7393,1216.5,185.62933,1336.253,161.24626,1915.5,233.40948,2118.0493,210.10548,2120.0,262.66565,2307.3457,248.08437,2228.5,315.84775,2449.679,344.04855,2367.5,288.9408,2557.7715,266.17673,2413.5,450.34396,2372.2036,212.74506,1621.0,400.35834,1521.4382,192.27376,0.9220412,0.19973154,1.1125844,0.19473214,0.43549204,0.07235626,0.48204508,0.07072262,0.61797845,0.028619444,0.61681366,0.03022672,6089705.0,703655.0,g2_017_binary_tree_cover_10m,2020
0.0,788.5,154.4256,623.19135,127.04208,1153.0,198.3497,931.3889,142.1789,1307.5,294.75766,987.8827,225.6589,1582.5,228.57101,1491.5802,120.37456,2155.5,297.6985,2331.9197,289.49417,2296.0,270.34296,2531.6172,355.37396,2963.0,404.4553,2703.321,520.1336,2484.5,299.71793,2795.6667,411.42847,2749.5,522.99817,2643.4014,275.8299,1984.5,473.93668,1763.5123,241.76558,0.87513953,0.27525875,1.1224235,0.3317407,0.40824878,0.10013882,0.47209194,0.13291453,0.5767859,0.03424608,0.601173,0.05714518,6089695.0,703715.0,g2_017_binary_tree_cover_10m,2020
0.0,493.5,172.46179,611.6049,100.60918,816.5,195.18895,925.11725,131.90373,735.0,315.09393,988.0247,191.5689,1379.0,280.7223,1510.4136,119.483154,2425.0,441.2017,2367.8765,210.89233,2645.5,402.84814,2569.605,264.53366,2988.0,516.18726,2737.3147,350.01328,2987.5,450.08337,2832.395,308.10168,2537.0,727.0916,2706.8518,243.51901,1532.5,653.6891,1787.5555,234.4991,1.481215,0.47747225,1.1127777,0.26239884,0.59549224,0.13631992,0.4783072,0.0872111,0.6479809,0.045392472,0.607202,0.033084616,6089705.0,703745.0,g2_017_binary_tree_cover_10m,2020
0.0,672.0,122.6663,536.0,100.66543,988.0,143.90337,837.40125,136.77417,1123.5,225.7013,861.9074,207.1711,1580.0,225.66188,1365.0,153.10376,2316.0,329.84003,2354.7593,119.984795,2467.0,353.11526,2582.3765,192.04771,2458.0,325.43463,2739.0308,230.98778,2720.5,382.3546,2859.9507,221.46585,2848.5,504.4361,2555.426,235.42638,1919.5,442.90265,1640.3889,204.51987,0.87320125,0.24359491,1.2898942,0.29767922,0.38805318,0.081217736,0.5342391,0.09540006,0.5693201,0.026138265,0.6274212,0.036182035,6089685.0,703785.0,g2_017_binary_tree_cover_10m,2020
0.0,409.5,147.8934,494.1111,115.7155,733.0,149.44888,785.2901,142.00673,601.0,286.26877,765.0494,230.5175,1261.0,245.10716,1248.2346,203.01979,2526.0,444.1947,2384.574,110.19774,2913.0,476.1499,2663.0186,208.17798,3218.5,558.32135,2827.0247,254.57878,3223.5,512.94745,2942.247,216.00551,2463.5,516.43567,2347.4814,357.53656,1537.0,466.61075,1438.4938,323.931,1.706342,0.582353,1.4756191,0.37267596,0.6817751,0.15547308,0.5864811,0.113195926,0.6794294,0.05210244,0.6426076,0.044372495,6089695.0,703815.0,g2_017_binary_tree_cover_10m,2020
0.0,438.0,185.73897,423.6111,34.558193,714.0,201.56815,699.2716,32.186985,666.5,367.49744,629.58026,50.834515,1122.5,358.69226,1109.1605,44.603676,2358.5,854.0749,2403.506,75.184105,2648.5,1060.7493,2732.0679,127.487236,2874.5,1078.447,2899.8518,134.92058,2938.5,1052.5663,3027.6357,115.87428,1893.5,899.68195,1947.3457,80.35242,994.0,900.7235,1072.0,83.10755,1.6918082,0.84562725,1.7170622,0.11707163,0.6168358,0.23139137,0.644681,0.034736436,0.62864566,0.09385244,0.6507149,0.017422663,6089685.0,703865.0,g2_017_binary_tree_cover_10m,2020
0.0,437.0,197.87466,452.20987,31.269972,724.5,216.45906,753.4383,55.542034,699.5,402.61282,694.80865,60.082573,1158.0,379.41916,1192.395,75.293594,2444.5,848.814,2540.0864,203.842,2730.0,1055.114,2875.321,244.49052,3044.0,1078.0441,3056.2407,240.55164,3067.0,1059.1062,3187.9382,240.40176,1908.5,912.3141,1976.6605,94.22801,1008.5,900.75604,1087.3951,78.564804,1.704479,0.8645412,1.6474142,0.09535199,0.6269067,0.23503895,0.6264944,0.021486528,0.6426618,0.09202873,0.64097387,0.00976589,6089685.0,703895.0,g2_017_binary_tree_cover_10m,2020
0.0,611.0,187.80838,477.74075,50.888245,1048.0,216.91762,811.9383,86.09898,992.0,394.94443,751.90125,113.83507,1467.5,342.43753,1296.7777,97.26048,2858.0,628.85565,2665.29,238.57178,3315.5,714.6426,3023.784,308.51428,3612.0,726.0072,3212.4321,373.26453,3509.0,737.3205,3314.611,334.19922,2262.0,741.04175,2058.7593,125.62456,1355.0,682.9854,1164.1296,142.5294,1.4318374,0.49985203,1.5568458,0.2563079,0.5864115,0.17614047,0.6159643,0.06691499,0.6331501,0.05828085,0.6439493,0.019568969,6089685.0,703945.0,g2_017_binary_tree_cover_10m,2020
1.0,-999.0,0.0,-587.2222,560.4269,-999.0,0.0,-551.94446,607.9498,-999.0,0.0,-565.14197,594.6369,-999.0,0.0,-479.18518,711.356,-999.0,0.0,-234.29631,1042.2733,-999.0,0.0,-190.23456,1107.2712,-999.0,0.0,-168.09877,1132.337,-999.0,0.0,-134.97531,1185.1799,-999.0,0.0,-282.4938,995.83075,-999.0,0.0,-459.0,745.9179,0.0,0.0,0.63332194,0.8293442,0.0,0.0,0.21925405,0.29192716,0.33333334,8.940697e-08,0.44813347,0.15634726,6089655.0,702015.0,g2_017_binary_tree_cover_10m,2020
1.0,226.0,106.116234,248.03703,10.662412,325.0,99.929474,366.14813,19.331247,289.0,112.19606,328.74692,26.623903,530.0,121.68931,610.3333,57.240185,1231.0,84.8644,1349.3025,80.35759,1349.0,116.75355,1482.0927,94.43566,1357.0,151.82538,1555.0062,91.45427,1490.0,128.13907,1645.0123,103.98211,1062.0,179.13585,1198.9445,96.51206,561.0,104.599754,648.9074,60.586662,1.93083,0.4601247,1.860634,0.12237419,0.6454432,0.07219305,0.6498825,0.014295669,0.66961324,0.04104018,0.6738689,0.00551697,6089665.0,702075.0,g2_017_binary_tree_cover_10m,2020
1.0,269.0,101.95457,260.95062,11.934527,369.0,92.753334,388.35803,19.064741,339.0,107.12765,367.70987,34.45402,597.0,119.838806,660.8765,82.35329,1315.0,110.63074,1382.5555,96.232994,1445.0,122.54422,1517.1667,110.04255,1581.0,131.38258,1598.0988,91.916275,1579.0,136.01868,1682.5679,119.64851,1150.0,171.69493,1279.0802,169.00443,615.0,101.39348,708.71606,125.14615,1.8862468,0.42326632,1.7438918,0.1309535,0.64028776,0.06934783,0.62969124,0.014575864,0.6728929,0.037296005,0.6702198,0.0058254995,6089645.0,702105.0,g2_017_binary_tree_cover_10m,2020
1.0,306.0,135.26048,344.17285,163.61507,480.5,146.29248,522.33954,256.35922,517.0,160.22842,573.8765,378.44873,971.5,180.91777,848.65436,323.3438,1645.5,226.55014,1513.0616,242.17786,1784.5,201.46988,1650.0309,250.75436,1876.5,233.91443,1745.9382,320.5871,2008.5,211.47917,1819.5925,237.21858,1955.0,238.99745,1553.5123,407.61014,1250.5,166.80461,942.3333,360.04175,1.269969,0.24067116,1.3375018,0.5141598,0.57590544,0.06969882,0.5338439,0.15171914,0.68161774,0.03903102,0.6427885,0.05228735,6089655.0,702145.0,g2_017_binary_tree_cover_10m,2020
1.0,272.0,169.367,299.05554,162.14047,391.5,215.46887,451.59875,246.74545,391.5,285.152,471.67285,358.03467,750.5,264.99133,719.46295,326.0091,1297.5,258.95407,1386.0925,265.46042,1418.5,322.38824,1530.9259,269.3611,1231.5,450.18115,1610.4259,336.36414,1600.5,345.28723,1687.3518,272.44806,1441.5,382.43427,1298.7963,459.41425,883.0,291.55295,771.7407,375.16223,1.1930385,0.63288206,1.5662717,0.542934,0.49588287,0.0987851,0.58466965,0.15217063,0.60527253,0.03216282,0.65534043,0.05335553,6089645.0,702195.0,g2_017_binary_tree_cover_10m,2020
1.0,206.5,144.8018,256.27777,69.223595,309.5,151.79071,383.55554,100.73975,254.0,165.59193,367.37653,148.78964,485.0,181.35292,608.82715,159.48503,1118.5,183.21187,1302.142,144.84056,1269.0,240.07579,1450.9321,136.49742,1423.5,212.40678,1523.4382,214.03638,1391.0,255.70724,1600.9012,158.40256,901.0,279.27655,1114.0988,278.3832,487.5,179.41687,628.4506,213.438,1.9943831,0.48439148,1.7782729,0.3979352,0.6949333,0.09089367,0.63686895,0.09924701,0.68240744,0.047847215,0.671069,0.037642248,6089645.0,702215.0,g2_017_binary_tree_cover_10m,2020
1.0,185.5,87.16135,194.32716,6.1643524,276.0,85.80688,293.25925,9.503704,226.5,97.0332,240.7037,12.715396,458.0,100.11026,479.01852,15.207012,1169.5,100.17099,1210.2716,41.646454,1337.5,127.34295,1380.7716,44.72449,1339.0,149.8817,1443.5618,65.60961,1465.0,139.28477,1521.7778,52.433205,883.5,163.47421,925.7716,49.97272,449.0,93.28726,469.88272,32.52272,2.1371593,0.38704056,2.0548608,0.081907265,0.70909715,0.074594274,0.71232444,0.01459308,0.70143795,0.041670393,0.70218974,0.007450441,6089645.0,702275.0,g2_017_binary_tree_cover_10m,2020
1.0,187.5,90.40659,197.25308,12.424527,279.5,83.21621,297.22223,18.033146,230.0,97.08804,250.88889,25.57945,461.0,101.97974,490.95062,28.209017,1176.5,88.78287,1208.9629,44.522392,1336.0,123.99835,1381.963,50.177174,1403.0,138.67313,1443.5988,86.15518,1483.0,137.95924,1528.7037,56.804054,933.0,167.53706,969.25305,78.8752,462.0,96.71023,495.88272,52.367043,2.0500617,0.4212766,2.0007925,0.11592229,0.71285975,0.07532226,0.70217264,0.023318635,0.70529413,0.038085572,0.7003276,0.008115807,6089645.0,702295.0,g2_017_binary_tree_cover_10m,2020
1.0,239.5,92.569115,214.85185,22.455572,371.0,80.58379,320.73456,32.900223,351.0,108.25991,278.29013,46.023296,562.5,122.581345,524.6111,51.73383,1265.5,90.41099,1226.6111,61.067745,1445.0,144.7248,1389.5309,69.344154,1647.5,139.8282,1459.4877,148.11406,1623.5,164.34363,1545.8704,81.67339,1148.0,265.27924,1037.2098,144.50473,589.0,166.74617,541.0247,86.44871,1.7158645,0.2936273,1.9545733,0.22497128,0.6523547,0.06606932,0.67875785,0.03212279,0.6805416,0.027906397,0.6861809,0.009723894,6089665.0,702345.0,g2_017_binary_tree_cover_10m,2020
1.0,228.5,88.4848,225.75308,18.424967,355.0,75.42203,335.88272,33.481453,338.0,89.90984,308.3889,43.472862,594.0,100.505714,560.5864,53.91582,1338.5,97.114845,1245.2222,81.84936,1490.5,104.74597,1408.0494,87.65608,1601.5,103.61708,1487.5802,153.67386,1658.5,124.32525,1575.0802,101.459915,1241.0,207.71068,1149.3766,127.24854,677.0,124.21566,613.17285,81.151344,1.6216938,0.3080274,1.8140544,0.20383136,0.6422423,0.064566776,0.6552516,0.019746918,0.6906462,0.032642014,0.68254983,0.005873502,6089645.0,702385.0,g2_017_binary_tree_cover_10m,2020
1.0,256.0,86.35521,224.57408,20.508364,374.0,81.10289,332.94446,38.87125,381.5,98.01365,309.0,54.42874,634.5,110.503525,559.4877,63.359653,1347.5,94.2907,1245.3025,93.80057,1524.5,116.22053,1412.4445,98.63816,1616.0,124.69799,1480.3827,160.66437,1703.0,144.90594,1578.9136,107.543175,1372.0,249.7898,1157.2098,149.23212,762.5,153.7621,618.2593,99.3914,1.5540032,0.25699303,1.799794,0.23151435,0.62212425,0.06365066,0.6536455,0.033233628,0.68117964,0.032864187,0.68310684,0.008663755,6089645.0,702425.0,g2_017_binary_tree_cover_10m,2020
